,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
61,0.1911686897277832,0.02346120230233292,0.0037027835845947266,0.005620793254304048,0.1,"(32, 32)",63,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 63}",0.9892857142857143,0.9857142857142858,0.9821428571428571,0.9833333333333333,0.9880952380952381,0.9857142857142858,0.002714703393093225,49
62,0.19823918342590333,0.023703627066688687,0.001811838150024414,0.003623676300048828,0.1,"(32, 32)",64,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32, 32), 'rp__n_components': 64}",0.9892857142857143,0.9892857142857143,0.9785714285714285,0.9880952380952381,0.9904761904761905,0.9871428571428572,0.004351349257737424,30
63,0.06015644073486328,0.015966869295276628,0.0,0.0,0.1,"(32,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 2}",0.5404761904761904,0.5607142857142857,0.5380952380952381,0.5595238095238095,0.5583333333333333,0.5514285714285714,0.009971615043510459,1240
64,0.048532295227050784,0.007701507314786616,0.003124570846557617,0.006249141693115233,0.1,"(32,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 3}",0.5261904761904762,0.5511904761904762,0.5416666666666666,0.5083333333333333,0.5428571428571428,0.534047619047619,0.01518218911136178,1246
65,0.18580055236816406,0.10900676346995627,0.0,0.0,0.1,"(32,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 4}",0.7428571428571429,0.9023809523809524,0.85,0.8023809523809524,0.8595238095238096,0.8314285714285713,0.05451081150953974,1212
66,0.26831231117248533,0.022231648536781314,0.0,0.0,0.1,"(32,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 5}",0.9154761904761904,0.9273809523809524,0.944047619047619,0.8785714285714286,0.8773809523809524,0.9085714285714286,0.02658149664181498,1128
67,0.15394177436828613,0.08130706340203947,0.0,0.0,0.1,"(32,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 6}",0.8857142857142857,0.8416666666666667,0.8523809523809524,0.8595238095238096,0.9071428571428571,0.8692857142857143,0.023861847269271513,1194
68,0.21384172439575194,0.060627425067202256,0.0,0.0,0.1,"(32,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 7}",0.9047619047619048,0.8630952380952381,0.8654761904761905,0.8071428571428572,0.8238095238095238,0.8528571428571429,0.03432702537654282,1199
69,0.20173873901367187,0.048765419940868006,0.003125572204589844,0.006251144409179688,0.1,"(32,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 8}",0.844047619047619,0.8940476190476191,0.875,0.8583333333333333,0.8797619047619047,0.8702380952380953,0.017366269075057606,1192
70,0.25374455451965333,0.04623142406864912,0.0,0.0,0.1,"(32,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 9}",0.9047619047619048,0.9285714285714286,0.9083333333333333,0.9083333333333333,0.9047619047619048,0.910952380952381,0.0089531407985539,1122
71,0.2339634418487549,0.06538613890824783,0.00018157958984375,0.00036315917968750007,0.1,"(32,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 10}",0.9107142857142857,0.8964285714285715,0.8833333333333333,0.9166666666666666,0.8130952380952381,0.884047619047619,0.03731796330840589,1178
72,0.2739224910736084,0.035278464461089024,0.0,0.0,0.1,"(32,)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 11}",0.9488095238095238,0.9226190476190477,0.9119047619047619,0.9166666666666666,0.9178571428571428,0.9235714285714286,0.013071406886962665,1078
73,0.2513573169708252,0.03288534335756258,0.0,0.0,0.1,"(32,)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 12}",0.9047619047619048,0.9178571428571428,0.930952380952381,0.9154761904761904,0.9107142857142857,0.915952380952381,0.008735207775163883,1104
